surface,match_date,winner,loser,score,s1_score,s1_type,s2_score,actual_tb_s2,p_hold_w,p_hold_l,tb_base,tb_adj,delta_tb,p_adj_w,p_adj_l
Grass,2016-06-06,Monica Puig,Michelle Larcher De Brito,6-4 6-0,6-4,Normal,6-0,0,0.9533,0.5,0.0305,0.0475,0.0171,0.9,0.5
Grass,2016-06-06,Karolina Pliskova,Anastasija Sevastova,6-7(5) 6-0 6-2,6-7,TB,6-0,0,0.9585,0.6308,0.0851,0.1262,0.0411,0.9,0.656
Grass,2016-06-06,Andrea Hlavackova,Yanina Wickmayer,7-5 7-6(7),7-5,7-5,7-6,1,0.788,0.7405,0.1871,0.1711,-0.016,0.8116,0.7034
Grass,2016-06-06,Michelle Larcher De Brito,Laura Robson,6-3 7-5,6-3,Normal,7-5,0,0.6999,0.4622,0.0899,0.0899,0.0,0.6999,0.4622
Grass,2016-06-06,Tamira Paszek,Kurumi Nara,6-4 6-2,6-4,Normal,6-2,0,0.7584,0.4802,0.0815,0.0815,0.0,0.7584,0.4802
Grass,2016-06-06,Anna Tatishvili,Kristyna Pliskova,6-4 7-6(4),6-4,Normal,7-6,1,0.9311,0.8193,0.2874,0.2756,-0.0117,0.9,0.8193
Grass,2016-06-06,Tara Moore,Christina Mchale,6-2 6-2,6-2,Blowout,6-2,0,0.856,0.3769,0.0259,0.0352,0.0093,0.8217,0.3844
Grass,2016-06-06,Alison Riske Amritraj,Su Wei Hsieh,6-2 6-4,6-2,Blowout,6-4,0,0.6682,0.3593,0.0675,0.0768,0.0093,0.6415,0.3665
Grass,2016-06-06,Richel Hogenkamp,Eri Hozumi,6-2 6-2,6-2,Blowout,6-2,0,0.9104,0.5566,0.0662,0.0843,0.0181,0.874,0.5678
Grass,2016-06-06,Jelena Ostapenko,Jovana Jaksic,6-1 6-0,6-1,Blowout,6-0,0,0.9168,0.2464,0.003,0.0058,0.0027,0.8802,0.2514
Grass,2016-06-06,Saisai Zheng,Johanna Konta,6-4 7-5,6-4,Normal,7-5,0,0.5978,0.5593,0.1267,0.1267,0.0,0.5978,0.5593
Grass,2016-06-06,Alison Riske Amritraj,Anett Kontaveit,6-3 6-3,6-3,Normal,6-3,0,0.8485,0.6249,0.1219,0.1219,0.0,0.8485,0.6249
Grass,2016-06-06,Karolina Pliskova,Ashleigh Barty,7-6(2) 7-6(7),7-6,TB,7-6,1,0.7876,0.7453,0.1892,0.1695,-0.0197,0.8191,0.7006
Grass,2016-06-06,Anett Kontaveit,Caroline Wozniacki,6-7(5) 6-3 7-5,6-7,TB,6-3,0,0.7934,0.7357,0.1859,0.1841,-0.0018,0.7458,0.7652
Grass,2016-06-06,Saisai Zheng,Tara Moore,6-2 6-4,6-2,Blowout,6-4,0,0.9065,0.7759,0.2289,0.2377,0.0088,0.8703,0.7914
Grass,2016-06-06,Alison Riske Amritraj,Mona Barthel,6-2 6-1,6-2,Blowout,6-1,0,0.9674,0.2732,0.0015,0.0061,0.0046,0.9,0.2787
Grass,2016-06-06,Alison Riske Amritraj,Saisai Zheng,6-1 7-5,6-1,Blowout,7-5,0,0.7893,0.3158,0.0269,0.0349,0.008,0.7578,0.3221
Grass,2016-06-06,Coco Vandeweghe,Indy De Vroome,6-2 6-4,6-2,Blowout,6-4,0,0.9112,0.713,0.1672,0.1848,0.0176,0.8748,0.7272
Grass,2016-06-06,Ashleigh Barty,Andrea Hlavackova,6-0 4-6 6-4,6-0,Blowout,4-6,0,0.8374,0.6468,0.1368,0.1487,0.0119,0.8039,0.6598
Grass,2016-06-06,Jelena Jankovic,Katerina Siniakova,6-4 6-2,6-4,Normal,6-2,0,0.8463,0.4622,0.0509,0.0509,0.0,0.8463,0.4622
Grass,2016-06-06,Ashleigh Barty,Shuai Peng,6-3 6-2,6-3,Normal,6-2,0,0.8776,0.5,0.0546,0.0546,0.0,0.8776,0.5
Grass,2016-06-06,Karolina Pliskova,Alison Riske Amritraj,7-6(8) 7-5,7-6,TB,7-5,0,0.7546,0.6772,0.1577,0.1396,-0.0181,0.7848,0.6366
Grass,2016-06-06,Karolina Pliskova,Monica Puig,6-2 6-2,6-2,Blowout,6-2,0,0.9716,0.4501,0.0147,0.035,0.0203,0.9,0.4591
Grass,2016-06-06,Monica Puig,Kai Lin Zhang,6-1 6-1,6-1,Blowout,6-1,0,0.9537,0.1824,0.0004,0.0016,0.0012,0.9,0.1861
Grass,2016-06-06,Monica Puig,Tamira Paszek,6-4 6-3,6-4,Normal,6-3,0,0.7601,0.5,0.0882,0.0882,0.0,0.7601,0.5
Grass,2016-06-06,Magdalena Rybarikova,Heather Watson,4-6 6-0 6-4,4-6,Normal,6-0,0,0.8118,0.6931,0.1655,0.1655,0.0,0.8118,0.6931
Grass,2016-06-06,Nao Hibino,Stefanie Voegele,7-6(3) 6-2,7-6,TB,6-2,0,0.8494,0.6869,0.1589,0.1246,-0.0343,0.8834,0.6457
Grass,2016-06-06,Kristina Mladenovic,Natalia Vikhlyantseva,5-7 6-3 6-4,5-7,7-5,6-3,0,0.7759,0.6876,0.1627,0.1662,0.0036,0.7371,0.7082
Grass,2016-06-06,Kateryna Baindl,Jelena Ostapenko,7-5 6-2,7-5,7-5,6-2,0,0.7782,0.5527,0.1043,0.0871,-0.0172,0.8015,0.525
Grass,2016-06-06,Belinda Bencic,Viktorija Golubic,7-6(6) 7-6(2),7-6,TB,7-6,1,0.6075,0.5731,0.1285,0.1221,-0.0064,0.6318,0.5388
Grass,2016-06-06,Coco Vandeweghe,Evgeniya Rodina,6-2 6-2,6-2,Blowout,6-2,0,0.9716,0.5446,0.0376,0.0694,0.0319,0.9,0.5554
Grass,2016-06-06,Kristina Mladenovic,Elise Mertens,7-5 6-3,7-5,7-5,6-3,0,0.8478,0.6014,0.1094,0.0863,-0.0232,0.8732,0.5714
Grass,2016-06-06,Belinda Bencic,Varvara Lepchenko,3-6 6-3 6-2,3-6,Normal,6-3,0,0.8306,0.6697,0.151,0.151,0.0,0.8306,0.6697
Grass,2016-06-06,Kristina Mladenovic,Yaroslava Shvedova,6-4 6-3,6-4,Normal,6-3,0,0.695,0.4663,0.0924,0.0924,0.0,0.695,0.4663
Grass,2016-06-06,Viktorija Golubic,Risa Ozaki,6-4 6-2,6-4,Normal,6-2,0,0.7642,0.5519,0.1071,0.1071,0.0,0.7642,0.5519
Grass,2016-06-06,Kristina Mladenovic,Belinda Bencic,2-6 6-3 6-4,2-6,Blowout,6-3,0,0.7511,0.8126,0.197,0.1958,-0.0012,0.7661,0.7801
Grass,2016-06-06,Caroline Wozniacki,Cagla Buyukakcay,7-5 6-3,7-5,7-5,6-3,0,0.7854,0.4377,0.0598,0.0468,-0.013,0.8089,0.4158
Grass,2016-06-06,Su Wei Hsieh,Naomi Broady,6-2 6-1,6-2,Blowout,6-1,0,0.887,0.3356,0.0134,0.0202,0.0068,0.8515,0.3423
Grass,2016-06-06,Coco Vandeweghe,Nao Hibino,6-2 6-3,6-2,Blowout,6-3,0,0.6658,0.271,0.0447,0.0532,0.0085,0.6392,0.2765
Grass,2016-06-06,Coco Vandeweghe,Kristina Mladenovic,7-5 7-5,7-5,7-5,7-5,0,0.9393,0.8085,0.274,0.2205,-0.0534,0.9,0.7681
Grass,2016-06-06,Natalia Vikhlyantseva,Denisa Allertova,6-2 6-1,6-2,Blowout,6-1,0,0.9354,0.3792,0.0116,0.0194,0.0077,0.898,0.3868
Grass,2016-06-06,Elise Mertens,Aleksandra Krunic,6-4 7-6(3),6-4,Normal,7-6,1,0.6174,0.5337,0.1222,0.1222,0.0,0.6174,0.5337
Grass,2016-06-06,Madison Brengle,Richel Hogenkamp,7-5 5-7 7-5,7-5,7-5,5-7,0,0.6926,0.5777,0.1268,0.1153,-0.0115,0.7133,0.5488
Grass,2016-06-06,Aleksandra Krunic,Mirjana Lucic,7-6(0) 6-1,7-6,TB,6-1,0,0.839,0.4597,0.0522,0.035,-0.0172,0.8726,0.4322
Grass,2016-06-06,Evgeniya Rodina,Jelena Jankovic,6-7(2) 6-1 6-4,6-7,TB,6-1,0,0.7785,0.66,0.1506,0.159,0.0084,0.7318,0.6864
Grass,2016-06-06,Saisai Zheng,Freya Christie,6-4 6-2,6-4,Normal,6-2,0,0.9168,0.6364,0.107,0.1132,0.0062,0.9,0.6364
Grass,2016-06-06,Madison Brengle,Kateryna Baindl,7-5 6-4,7-5,7-5,6-4,0,0.856,0.7601,0.2097,0.1801,-0.0296,0.8816,0.7221
Grass,2016-06-06,Christina Mchale,Magda Linette,6-1 6-4,6-1,Blowout,6-4,0,0.8469,0.3836,0.0293,0.0391,0.0097,0.813,0.3913
Grass,2016-06-06,Belinda Bencic,Alison Van Uytvanck,6-2 4-6 7-6(3),6-2,Blowout,4-6,0,0.7268,0.5877,0.1267,0.1327,0.006,0.6977,0.5995
Grass,2016-06-06,Anett Kontaveit,Lauren Davis,6-3 6-1,6-3,Normal,6-1,0,0.8451,0.3925,0.0318,0.0318,0.0,0.8451,0.3925
Grass,2016-06-06,Tara Moore,Donna Vekic,6-2 7-5,6-2,Blowout,7-5,0,0.7601,0.4345,0.0655,0.0764,0.0109,0.7297,0.4432
Grass,2016-06-06,Coco Vandeweghe,Madison Brengle,6-4 6-2,6-4,Normal,6-2,0,0.9344,0.7225,0.1701,0.1779,0.0078,0.9,0.7225
Grass,2016-06-06,Johanna Konta,Victoria Duval,6-3 6-0,6-3,Normal,6-0,0,0.8316,0.287,0.0148,0.0148,0.0,0.8316,0.287
Grass,2016-06-06,Evgeniya Rodina,Dalma Galfi,6-4 6-4,6-4,Normal,6-4,0,0.864,0.8152,0.256,0.256,0.0,0.864,0.8152
Grass,2016-06-06,Viktorija Golubic,Anna Lena Friedsam,6-3 7-5,6-3,Normal,7-5,0,0.5,0.3028,0.1025,0.1025,0.0,0.5,0.3028
Grass,2016-06-06,Risa Ozaki,Kirsten Flipkens,6-4 6-2,6-4,Normal,6-2,0,0.8723,0.6014,0.102,0.102,0.0,0.8723,0.6014
Grass,2016-06-06,Elise Mertens,Eugenie Bouchard,6-2 6-0,6-2,Blowout,6-0,0,0.8316,0.144,0.0026,0.0044,0.0018,0.7983,0.1469
Grass,2016-06-13,Andrea Petkovic,Magda Linette,6-4 6-2,6-4,Normal,6-2,0,0.9596,0.7028,0.1415,0.1613,0.0198,0.9,0.7028
Grass,2016-06-13,Jelena Ostapenko,Anastasia Pavlyuchenkova,7-6(2) 6-1,7-6,TB,6-1,0,0.8381,0.4514,0.0498,0.0332,-0.0165,0.8716,0.4243
Grass,2016-06-13,Heather Watson,Camila Giorgi,6-4 7-5,6-4,Normal,7-5,0,0.9521,0.779,0.2325,0.2316,-0.001,0.9,0.779
Grass,2016-06-13,Petra Kvitova,Lucie Safarova,6-3 6-2,6-3,Normal,6-2,0,0.9527,0.6014,0.0707,0.0925,0.0218,0.9,0.6014
Grass,2016-06-13,Madison Keys,Barbora Strycova,6-3 6-4,6-3,Normal,6-4,0,0.9399,0.7504,0.1984,0.2033,0.0049,0.9,0.7504
Grass,2016-06-13,Daria Saville,Naomi Broady,4-6 6-2 6-3,4-6,Normal,6-2,0,0.8332,0.6831,0.1585,0.1585,0.0,0.8332,0.6831
Grass,2016-06-13,Angelique Kerber,Shuai Peng,7-6(3) 6-3,7-6,TB,6-3,0,0.9796,0.856,0.3797,0.2591,-0.1207,0.9,0.8046
Grass,2016-06-13,Johanna Konta,Misaki Doi,7-6(3) 6-1,7-6,TB,6-1,0,0.9045,0.7063,0.1631,0.1317,-0.0314,0.9,0.6639
Grass,2016-06-13,Tsvetana Pironkova,Lesia Tsurenko,6-4 6-2,6-4,Normal,6-2,0,0.6966,0.2893,0.0415,0.0415,0.0,0.6966,0.2893
Grass,2016-06-13,Carla Suarez Navarro,Elina Svitolina,7-5 4-6 7-5,7-5,7-5,4-6,0,0.79,0.7552,0.1941,0.1788,-0.0153,0.8137,0.7175
Grass,2016-06-13,Barbora Strycova,Karolina Pliskova,6-4 7-6(7),6-4,Normal,7-6,1,0.651,0.5866,0.1309,0.1309,0.0,0.651,0.5866
Grass,2016-06-13,Barbora Strycova,Coco Vandeweghe,2-6 6-4 6-3,2-6,Blowout,6-4,0,0.6697,0.6174,0.1374,0.1315,-0.0059,0.6831,0.5927
Grass,2016-06-13,Tamira Paszek,Tara Moore,4-6 6-4 6-4,4-6,Normal,6-4,0,0.5499,0.4589,0.1171,0.1171,0.0,0.5499,0.4589
Grass,2016-06-13,Carla Suarez Navarro,Andrea Petkovic,4-6 7-6(5) 7-6(5),4-6,Normal,7-6,1,0.659,0.6732,0.1457,0.1457,0.0,0.659,0.6732
Grass,2016-06-13,Kirsten Flipkens,Garbine Muguruza,6-3 6-4,6-3,Normal,6-4,0,0.856,0.7669,0.2148,0.2148,0.0,0.856,0.7669
Grass,2016-06-13,Carla Suarez Navarro,Angelique Kerber,6-4 1-6 7-5,6-4,Normal,1-6,0,0.6391,0.6052,0.134,0.134,0.0,0.6391,0.6052
Grass,2016-06-13,Madison Keys,Timea Babos,7-6(3) 6-4,7-6,TB,6-4,0,0.8767,0.6776,0.1477,0.1136,-0.0342,0.9,0.6369
Grass,2016-06-13,Daniela Hantuchova,Yaroslava Shvedova,6-1 6-3,6-1,Blowout,6-3,0,0.7165,0.3001,0.0393,0.0478,0.0086,0.6878,0.3061
Grass,2016-06-13,Jelena Ostapenko,Petra Kvitova,6-4 4-6 6-3,6-4,Normal,4-6,0,0.6764,0.6578,0.1459,0.1459,0.0,0.6764,0.6578
Grass,2016-06-13,Madison Keys,Jelena Ostapenko,6-7(1) 6-4 6-2,6-7,TB,6-4,0,0.8045,0.6999,0.1692,0.176,0.0068,0.7562,0.7279
Grass,2016-06-13,Barbora Strycova,Tsvetana Pironkova,6-2 7-5,6-2,Blowout,7-5,0,0.799,0.6095,0.1249,0.1351,0.0102,0.767,0.6217
Grass,2016-06-13,Angelique Kerber,Daria Saville,5-7 6-2 6-2,5-7,7-5,6-2,0,0.856,0.5,0.0613,0.0798,0.0185,0.8132,0.515
Grass,2016-06-13,Coco Vandeweghe,Christina Mchale,6-3 7-6(2),6-3,Normal,7-6,1,0.8786,0.7357,0.1914,0.1914,0.0,0.8786,0.7357
Grass,2016-06-13,Madison Keys,Carla Suarez Navarro,3-6 6-3 7-6(3),3-6,Normal,6-3,0,0.96,0.8824,0.4244,0.3545,-0.0699,0.9,0.8824
Grass,2016-06-13,Coco Vandeweghe,Yanina Wickmayer,6-4 6-2,6-4,Normal,6-2,0,0.856,0.4501,0.0445,0.0445,0.0,0.856,0.4501
Grass,2016-06-13,Barbora Strycova,Heather Watson,7-5 6-4,7-5,7-5,6-4,0,0.7885,0.774,0.2017,0.1884,-0.0134,0.8122,0.7353
Grass,2016-06-13,Madison Keys,Tamira Paszek,6-1 6-3,6-1,Blowout,6-3,0,0.856,0.5255,0.0713,0.086,0.0147,0.8217,0.536
Grass,2016-06-13,Christina Mchale,Katerina Siniakova,5-7 6-4 6-3,5-7,7-5,6-4,0,0.6658,0.5378,0.1186,0.125,0.0065,0.6325,0.554
Grass,2016-06-13,Yanina Wickmayer,Johanna Konta,6-3 6-3,6-3,Normal,6-3,0,0.6501,0.4114,0.087,0.087,0.0,0.6501,0.4114
Grass,2016-06-13,Coco Vandeweghe,Agnieszka Radwanska,7-5 4-6 6-3,7-5,7-5,4-6,0,0.8062,0.7145,0.1768,0.1563,-0.0205,0.8304,0.6788
Grass,2016-06-13,Eugenie Bouchard,Danka Kovinic,6-3 7-5,6-3,Normal,7-5,0,0.9285,0.6547,0.1149,0.1253,0.0105,0.9,0.6547
Grass,2016-06-13,Mariana Duque Marino,Alison Van Uytvanck,3-6 6-3 6-4,3-6,Normal,6-3,0,0.8235,0.804,0.2299,0.2299,0.0,0.8235,0.804
Grass,2016-06-13,Anastasija Sevastova,Mariana Duque Marino,6-4 3-6 6-3,6-4,Normal,3-6,0,0.6391,0.5542,0.1247,0.1247,0.0,0.6391,0.5542
Grass,2016-06-13,Jelena Jankovic,Elise Mertens,0-6 6-4 6-3,0-6,Blowout,6-4,0,0.6425,0.6302,0.1379,0.1345,-0.0034,0.6553,0.605
Grass,2016-06-13,Kirsten Flipkens,Veronica Cepede Royg,7-5 6-3,7-5,7-5,6-3,0,0.8085,0.548,0.0948,0.0763,-0.0184,0.8328,0.5206
Grass,2016-06-13,Anastasija Sevastova,Eugenie Bouchard,6-3 6-3,6-3,Normal,6-3,0,0.856,0.4488,0.0441,0.0441,0.0,0.856,0.4488
Grass,2016-06-13,Anastasija Sevastova,Jelena Jankovic,4-6 6-1 6-2,4-6,Normal,6-1,0,0.8738,0.7357,0.1916,0.1916,0.0,0.8738,0.7357
Grass,2016-06-13,Caroline Garcia,Anna Lena Friedsam,6-4 7-6(8),6-4,Normal,7-6,1,0.925,0.9097,0.4321,0.3786,-0.0535,0.9,0.9
Grass,2016-06-13,Sorana Cirstea,Yulia Putintseva,6-3 6-2,6-3,Normal,6-2,0,0.8332,0.6164,0.121,0.121,0.0,0.8332,0.6164
Grass,2016-06-13,Anastasija Sevastova,Stefanie Voegele,6-0 6-2,6-0,Blowout,6-2,0,0.9735,0.3925,0.0073,0.0215,0.0142,0.9,0.4004
Grass,2016-06-13,Mariana Duque Marino,Sabine Lisicki,1-6 6-3 6-4,1-6,Blowout,6-3,0,0.7444,0.8677,0.1985,0.2055,0.0071,0.7592,0.833
Grass,2016-06-13,Tsvetana Pironkova,Irina Camelia Begu,6-3 6-3,6-3,Normal,6-3,0,0.866,0.5558,0.0813,0.0813,0.0,0.866,0.5558
Grass,2016-06-13,Jelena Jankovic,Sorana Cirstea,6-3 6-3,6-3,Normal,6-3,0,0.7642,0.3986,0.0534,0.0534,0.0,0.7642,0.3986
Grass,2016-06-13,Yanina Wickmayer,Caroline Wozniacki,6-4 6-7(5) 6-2,6-4,Normal,6-7,1,0.7238,0.6578,0.1497,0.1497,0.0,0.7238,0.6578
Grass,2016-06-13,Sabine Lisicki,Kristina Mladenovic,6-4 6-4,6-4,Normal,6-4,0,0.9459,0.6931,0.1383,0.1536,0.0152,0.9,0.6931
Grass,2016-06-13,Elise Mertens,Francesca Schiavone,6-1 3-6 6-1,6-1,Blowout,3-6,0,0.544,0.3738,0.1042,0.1106,0.0064,0.5223,0.3813
Grass,2016-06-13,Caroline Garcia,Kirsten Flipkens,6-4 4-6 6-1,6-4,Normal,4-6,0,0.9008,0.7459,0.199,0.199,0.0001,0.9,0.7459
Grass,2016-06-13,Anna Lena Friedsam,Ana Bogdan,6-1 6-4,6-1,Blowout,6-4,0,0.9724,0.7185,0.1517,0.187,0.0353,0.9,0.7328
Grass,2016-06-13,Veronica Cepede Royg,Laura Siegemund,7-6(5) 3-6 7-5,7-6,TB,3-6,0,0.7595,0.7896,0.1959,0.1883,-0.0076,0.7899,0.7423
Grass,2016-06-13,Ana Ivanovic,Sara Sorribes Tormo,6-1 6-0,6-1,Blowout,6-0,0,0.9168,0.3001,0.0062,0.0107,0.0045,0.8802,0.3061
Grass,2016-06-13,Jelena Jankovic,Ana Konjuh,7-5 6-3,7-5,7-5,6-3,0,0.8381,0.6014,0.112,0.0895,-0.0225,0.8632,0.5714
Grass,2016-06-13,Caroline Garcia,Ana Ivanovic,7-6(9) 5-7 6-3,7-6,TB,5-7,0,0.8062,0.7165,0.1778,0.1521,-0.0257,0.8384,0.6735
Grass,2016-06-13,Monica Puig,Julia Goerges,6-4 7-5,6-4,Normal,7-5,0,0.8625,0.7165,0.1776,0.1776,0.0,0.8625,0.7165
Grass,2016-06-13,Ana Ivanovic,Pauline Parmentier,6-4 6-4,6-4,Normal,6-4,0,0.7124,0.5378,0.1119,0.1119,0.0,0.7124,0.5378
Grass,2016-06-13,Sorana Cirstea,Daniela Hantuchova,6-3 6-4,6-3,Normal,6-4,0,0.8809,0.6468,0.1261,0.1261,0.0,0.8809,0.6468
Grass,2016-06-13,Kirsten Flipkens,Monica Puig,6-3 6-4,6-3,Normal,6-4,0,0.8036,0.5886,0.1142,0.1142,0.0,0.8036,0.5886
Grass,2016-06-13,Caroline Garcia,Anastasija Sevastova,6-3 6-4,6-3,Normal,6-4,0,0.9076,0.5801,0.0784,0.0812,0.0028,0.9,0.5801
Grass,2016-06-13,Veronica Cepede Royg,Saisai Zheng,6-4 6-3,6-4,Normal,6-3,0,0.7284,0.4755,0.0874,0.0874,0.0,0.7284,0.4755
Grass,2016-06-13,Sara Sorribes Tormo,Paula Badosa,6-3 7-5,6-3,Normal,7-5,0,0.7815,0.6193,0.1322,0.1322,0.0,0.7815,0.6193
Grass,2016-06-13,Caroline Garcia,Carina Witthoeft,7-5 6-4,7-5,7-5,6-4,0,0.7949,0.6262,0.1334,0.1136,-0.0198,0.8188,0.5949
Grass,2016-06-13,Laura Siegemund,Nao Hibino,7-6(1) 6-4,7-6,TB,6-4,0,0.8481,0.6095,0.1136,0.084,-0.0296,0.8821,0.5729
Grass,2016-06-20,Johanna Konta,Kate Makarova,7-6(5) 6-4,7-6,TB,6-4,0,0.7669,0.6527,0.148,0.127,-0.021,0.7976,0.6135
Grass,2016-06-20,Monica Puig,Kristina Mladenovic,7-6(6) 4-6 6-3,7-6,TB,4-6,0,0.6605,0.6762,0.1463,0.1421,-0.0043,0.687,0.6356
Grass,2016-06-20,Monica Puig,Caroline Wozniacki,4-6 6-3 6-4,4-6,Normal,6-3,0,0.8134,0.6702,0.1532,0.1532,0.0,0.8134,0.6702
Grass,2016-06-20,Kate Makarova,Andrea Petkovic,3-6 6-4 6-0,3-6,Normal,6-4,0,0.9258,0.7243,0.1742,0.1795,0.0053,0.9,0.7243
Grass,2016-06-20,Caroline Wozniacki,Samantha Stosur,6-2 6-1,6-2,Blowout,6-1,0,0.9008,0.5,0.0473,0.0624,0.0151,0.8648,0.51
Grass,2016-06-20,Kate Makarova,Tara Moore,7-5 6-4,7-5,7-5,6-4,0,0.8767,0.6547,0.1324,0.1043,-0.0281,0.9,0.622
Grass,2016-06-20,Madison Brengle,Anastasia Pavlyuchenkova,6-4 6-3,6-4,Normal,6-3,0,0.6323,0.2199,0.0409,0.0409,0.0,0.6323,0.2199
Grass,2016-06-20,Dominika Cibulkova,Agnieszka Radwanska,4-6 7-6(2) 6-3,4-6,Normal,7-6,1,0.8062,0.7031,0.1708,0.1708,0.0,0.8062,0.7031
Grass,2016-06-20,Dominika Cibulkova,Monica Puig,6-2 6-1,6-2,Blowout,6-1,0,0.856,0.4745,0.0522,0.0655,0.0133,0.8217,0.484
Grass,2016-06-20,Dominika Cibulkova,Kateryna Bondarenko,7-6(3) 6-3,7-6,TB,6-3,0,0.7175,0.6182,0.1375,0.1217,-0.0157,0.7462,0.5811
Grass,2016-06-20,Mirjana Lucic,Denisa Allertova,6-4 6-2,6-4,Normal,6-2,0,0.6842,0.3727,0.067,0.067,0.0,0.6842,0.3727
Grass,2016-06-20,Kristina Mladenovic,Yanina Wickmayer,7-6(6) 6-4,7-6,TB,6-4,0,0.7063,0.6957,0.1578,0.1488,-0.0089,0.7345,0.6539
Grass,2016-06-20,Misaki Doi,Polona Hercog,6-4 6-4,6-4,Normal,6-4,0,0.7549,0.4819,0.083,0.083,0.0,0.7549,0.4819
Grass,2016-06-20,Anna Lena Friedsam,Anett Kontaveit,6-7(3) 6-4 6-4,6-7,TB,6-4,0,0.9492,0.8876,0.4227,0.3679,-0.0548,0.8923,0.9
Grass,2016-06-20,Karolina Pliskova,Johanna Konta,6-7(5) 6-3 6-3,6-7,TB,6-3,0,0.8844,0.7995,0.2492,0.2503,0.0011,0.8313,0.8315
Grass,2016-06-20,Agnieszka Radwanska,Eugenie Bouchard,6-3 6-3,6-3,Normal,6-3,0,0.7284,0.4296,0.0724,0.0724,0.0,0.7284,0.4296
Grass,2016-06-20,Kateryna Bondarenko,Yulia Putintseva,6-2 4-6 6-4,6-2,Blowout,4-6,0,0.7908,0.6614,0.1506,0.1568,0.0063,0.7592,0.6746
Grass,2016-06-20,Johanna Konta,Petra Kvitova,5-7 6-4 6-0,5-7,7-5,6-4,0,0.7175,0.5566,0.1173,0.1265,0.0091,0.6816,0.5733
Grass,2016-06-20,Caroline Wozniacki,Alize Cornet,6-1 6-3,6-1,Blowout,6-3,0,0.8933,0.394,0.0216,0.0311,0.0095,0.8576,0.4019
Grass,2016-06-20,Elena Vesnina,Belinda Bencic,7-6(4) 7-6(5),7-6,TB,7-6,1,0.7268,0.6999,0.1622,0.1504,-0.0118,0.7559,0.658
Grass,2016-06-20,Karolina Pliskova,Misaki Doi,6-2 6-4,6-2,Blowout,6-4,0,0.9577,0.5,0.029,0.0511,0.022,0.9,0.51
Grass,2016-06-20,Dominika Cibulkova,Karolina Pliskova,7-5 6-3,7-5,7-5,6-3,0,0.6491,0.5416,0.1213,0.1119,-0.0093,0.6686,0.5145
Grass,2016-06-20,Monica Puig,Naomi Broady,6-1 6-1,6-1,Blowout,6-1,0,0.9674,0.3744,0.0065,0.0182,0.0116,0.9,0.3819
Grass,2016-06-20,Kristina Mladenovic,Anna Lena Friedsam,6-4 7-6(4),6-4,Normal,7-6,1,0.8786,0.6168,0.1086,0.1086,0.0,0.8786,0.6168
Grass,2016-06-20,Karolina Pliskova,Daria Saville,6-2 6-2,6-2,Blowout,6-2,0,0.7929,0.3785,0.0406,0.0506,0.01,0.7612,0.3861
Grass,2016-06-20,Timea Babos,Camila Giorgi,6-4 7-6(3),6-4,Normal,7-6,1,0.7669,0.6294,0.1383,0.1383,0.0,0.7669,0.6294
Grass,2016-06-20,Karolina Pliskova,Elena Vesnina,6-1 6-3,6-1,Blowout,6-3,0,0.9092,0.3207,0.0088,0.0143,0.0056,0.8729,0.3272
Grass,2016-06-20,Lesia Tsurenko,Shuai Zhang,6-1 7-6(3),6-1,Blowout,7-6,1,0.7642,0.3473,0.0395,0.0488,0.0093,0.7337,0.3543
Grass,2016-06-20,Elena Vesnina,Madison Brengle,7-6(2) 6-4,7-6,TB,6-4,0,0.856,0.5801,0.0961,0.0684,-0.0277,0.8902,0.5453
Grass,2016-06-20,Anna Lena Friedsam,Lucie Safarova,7-6(5) 6-4,7-6,TB,6-4,0,0.772,0.8412,0.2155,0.2144,-0.0012,0.8028,0.7908
Grass,2016-06-20,Andrea Petkovic,Sara Errani,6-1 3-6 6-4,6-1,Blowout,3-6,0,0.5245,0.4579,0.1199,0.1222,0.0024,0.5035,0.4671
Grass,2016-06-20,Eugenie Bouchard,Varvara Lepchenko,6-1 6-2,6-1,Blowout,6-2,0,0.8763,0.3187,0.0127,0.0191,0.0063,0.8413,0.325
Grass,2016-06-20,Kate Makarova,Roberta Vinci,4-6 6-4 6-3,4-6,Normal,6-4,0,0.5669,0.5,0.1206,0.1206,0.0,0.5669,0.5
Grass,2016-06-20,Johanna Konta,Lesia Tsurenko,7-6(4) 6-1,7-6,TB,6-1,0,0.862,0.6603,0.1396,0.1048,-0.0348,0.8965,0.6207
Grass,2016-06-20,Petra Kvitova,Timea Babos,6-4 7-6(5),6-4,Normal,7-6,1,0.8247,0.8702,0.2673,0.2673,0.0,0.8247,0.8702
Grass,2016-06-20,Kateryna Bondarenko,Svetlana Kuznetsova,2-6 6-4 7-5,2-6,Blowout,6-4,0,0.707,0.7482,0.1676,0.1658,-0.0018,0.7211,0.7183
Grass,2016-06-20,Kristina Mladenovic,Timea Bacsinszky,6-1 7-5,6-1,Blowout,7-5,0,0.8176,0.5856,0.1095,0.1219,0.0125,0.7849,0.5973
Grass,2016-06-20,Misaki Doi,Carla Suarez Navarro,3-6 6-4 6-1,3-6,Normal,6-4,0,0.7225,0.6564,0.1492,0.1492,0.0,0.7225,0.6564
Grass,2016-06-20,Eugenie Bouchard,Irina Camelia Begu,6-3 6-1,6-3,Normal,6-1,0,0.9802,0.5266,0.0286,0.0573,0.0287,0.9,0.5266
