event_id,source,match_date,surface,tourney_name,round,winner_name,loser_name,winner_id,loser_id,score,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced
8nORjzM0,flashscore,2026-04-08,Clay,Linz,R16,Sorana Cirstea,Dalma Galfi,201514.0,213646.0,0-5,2,0,14,8,7,5,3,0,0,0,1,18,14,5,2,2,5,7
jFeNnOKj,flashscore,2026-04-08,Clay,Linz,R16,Mirra Andreeva,Sloane Stephens,259799.0,201585.0,6-4 6-2,0,4,59,33,25,13,9,0,1,0,2,56,40,19,9,9,4,8
UVFjp6SQ,flashscore,2026-04-08,Clay,Linz,R32,Anastasia Potapova,Shuai Zhang,215713.0,201533.0,6-4 6-4,7,3,82,50,34,17,10,8,9,3,2,77,53,33,11,10,10,13
bqcSOxk5,flashscore,2026-04-08,Clay,Linz,R32,Anhelina Kalinina,Panna Udvardy,211843.0,215910.0,5-7 6-1 6-0,3,0,63,50,33,10,12,0,2,3,2,85,61,33,10,13,7,14
x4oWPJUj,flashscore,2026-04-08,Clay,Linz,R16,Jelena Ostapenko,Alexandra Eala,211533.0,223253.0,6-4 7-5,6,11,73,39,26,13,11,5,9,2,5,69,37,21,13,11,3,9
GC15nK2e,flashscore,2026-04-08,Clay,Linz,R16,Elena Gabriela Ruse,Dayana Yastremska,211817.0,215035.0,4-6 6-4 6-4,3,7,95,55,36,21,15,10,14,3,8,98,59,36,18,15,3,8
KpvU6IJj,flashscore,2026-04-07,Clay,Linz,R32,Karolina Pliskova,Aliaksandra Sasnovich,201662.0,205925.0,6-4 6-4,16,4,69,50,34,7,10,5,8,3,7,63,39,26,7,10,5,10
x47kQpye,flashscore,2026-04-07,Clay,Linz,R32,Alexandra Eala,Julia Grabher,223253.0,211814.0,4-6 3-6,0,3,83,50,34,19,10,9,10,3,3,58,32,22,13,9,4,7
pUAcOO57,flashscore,2026-04-07,Clay,Linz,R32,Lilli Tagger,Paula Badosa,0.0,211651.0,4-6 6-7,2,2,77,60,38,8,11,7,11,2,5,87,51,29,17,11,6,11
K4UNSatA,flashscore,2026-04-07,Clay,Linz,R32,Donna Vekic,Katie Volynets,202499.0,220465.0,3-6 6-3 4-6,6,6,94,62,48,11,14,5,8,0,2,90,71,46,8,14,10,14
p4sCTbQk,flashscore,2026-04-07,Clay,Linz,R32,Sorana Cirstea,Sinja Kraus,201514.0,221257.0,3-6 3-6,2,1,49,28,22,13,9,2,3,1,3,73,35,20,20,9,6,10
CvRFULBc,flashscore,2026-04-07,Clay,Linz,R32,Tamara Korpatsch,Jaqueline Cristian,211337.0,211713.0,6-4 1-6 4-6,4,2,83,58,40,14,14,4,7,1,2,73,49,33,10,13,3,8
niK3ZlE8,flashscore,2026-04-07,Clay,Linz,R32,Dayana Yastremska,Ann Li,215035.0,215983.0,7-5 4-6 6-3,0,4,107,74,49,17,16,7,11,6,4,83,47,32,16,15,3,8
hUpKRxe2,flashscore,2026-04-06,Clay,Linz,R32,Elena Gabriela Ruse,Katie Boulter,211817.0,211107.0,6-7 6-7,6,4,89,49,33,19,12,2,6,5,6,90,50,30,19,12,3,7
dIHrnScE,flashscore,2026-04-06,Clay,Linz,R32,Sloane Stephens,Tatjana Maria,201585.0,213583.0,1-6 7-6 6-4,1,3,117,68,46,23,14,12,15,8,4,110,64,44,25,15,7,9
Y7IBXSrL,flashscore,2026-04-06,Clay,Linz,R32,Dalma Galfi,Alycia Parks,213646.0,219917.0,3-6 3-6,4,6,80,56,42,9,9,6,6,3,3,62,35,22,15,9,3,6
IqUhrgGM,flashscore,2026-04-06,Clay,Linz,F,Donna Vekic,Iryna Shymanovich,202499.0,213576.0,6-4 6-7 4-6,2,5,101,62,42,17,16,4,9,3,1,104,50,33,29,16,7,12
fParAHNM,flashscore,2026-04-06,Clay,Linz,F,Aliaksandra Sasnovich,Anhelina Kalinina,205925.0,211843.0,6-3 6-2,5,4,51,36,24,8,9,0,2,3,3,54,34,16,9,8,4,9
6ienjmD7,flashscore,2026-04-06,Clay,Linz,F,Tamara Korpatsch,Maria Timofeeva,211337.0,221237.0,6-3 6-4,0,1,63,37,22,10,10,3,7,1,0,51,36,12,9,9,3,9
riuK4nS0,flashscore,2026-04-06,Clay,Linz,F,Katie Volynets,Dominika Salkova,220465.0,222966.0,3-6 6-2 6-4,0,2,80,58,32,12,14,1,7,0,1,91,67,36,8,13,8,15
Wzb3bzM6,flashscore,2026-04-05,Clay,Linz,SF,Aliaksandra Sasnovich,Linda Fruhvirtova,205925.0,222258.0,6-0 6-1,0,2,31,19,15,9,6,0,0,1,1,42,30,9,4,7,3,9
C61m2IMs,flashscore,2026-04-05,Clay,Linz,SF,Anhelina Kalinina,Anna Lena Friedsam,211843.0,204431.0,4-6 4-6,2,1,90,61,35,19,10,15,16,9,5,76,59,40,5,10,11,14
v11BdEjJ,flashscore,2026-04-05,Clay,Linz,SF,Iryna Shymanovich,Kasintseva Victoria Jimenez,213576.0,,5-7 3-6,0,1,72,42,25,18,10,7,9,1,5,67,38,23,12,11,7,12
SberBD5C,flashscore,2026-04-05,Clay,Linz,SF,Donna Vekic,Carole Monnet,202499.0,220733.0,2-6 4-6,1,4,50,34,24,6,9,0,2,0,4,66,45,25,7,9,6,11
pKae0dif,flashscore,2026-04-05,Clay,Linz,SF,Dominika Salkova,Madison Brengle,222966.0,201483.0,2-6 2-6,0,1,51,35,21,7,8,3,6,0,1,50,41,15,4,8,4,11
WflcKHrQ,flashscore,2026-04-05,Clay,Linz,SF,Tamara Korpatsch,Jule Niemeier,211337.0,215898.0,6-3 6-2,1,1,56,31,23,13,9,6,7,1,5,49,30,20,5,8,1,5
2wuTEe6m,flashscore,2026-04-05,Clay,Linz,SF,Katie Volynets,Oceane Dodin,220465.0,206219.0,6-4 6-0,3,1,49,37,24,6,8,1,3,2,0,54,30,16,6,8,5,11
foczDZz0,flashscore,2026-04-05,Clay,Linz,SF,Maria Timofeeva,Alina Charaeva,221237.0,0.0,1-6 6-3 6-3,3,5,77,47,35,13,13,5,8,3,4,65,34,24,18,12,4,7
fy4dX5Rb,flashscore,2026-04-05,Clay,Charleston,F,Jessica Pegula,Yulia Starodubtsewa,202468.0,,6-2 6-2,3,0,65,34,26,12,8,7,8,1,1,48,31,13,8,8,1,6
EeaMPHig,flashscore,2026-04-04,Clay,Charleston,SF,Yulia Starodubtsewa,Madison Keys,,201619.0,1-6 4-6,0,2,44,31,20,8,8,0,2,2,4,55,31,16,8,9,2,8
lCGtDv8m,flashscore,2026-04-04,Clay,Charleston,SF,Jessica Pegula,Iva Jovic,202468.0,260300.0,6-4 5-7 6-3,1,3,102,66,45,19,15,8,11,1,3,115,67,44,23,16,14,19
WWJnu2ee,flashscore,2026-04-04,Clay,Charleston,QF,Yulia Starodubtsewa,Mccartney Kessler,,220520.0,4-6 4-6,0,1,60,39,26,13,10,4,6,1,2,58,40,25,6,10,2,6
On8cdwxo,flashscore,2026-04-03,Clay,Charleston,QF,Iva Jovic,Anna Kalinskaya,260300.0,214939.0,6-3 6-4,3,2,55,37,25,8,10,0,3,2,5,55,33,18,7,9,3,8
rNNpwXbc,flashscore,2026-04-03,Clay,Charleston,QF,Madison Keys,Belinda Bencic,201619.0,202505.0,4-6 6-3 6-2,8,2,104,65,47,14,13,9,12,0,6,91,62,39,7,14,6,12
n3xo5zcR,flashscore,2026-04-03,Clay,Charleston,QF,Jessica Pegula,Diana Shnaider,202468.0,223670.0,3-6 6-3 6-2,8,0,95,68,45,14,13,6,9,1,6,99,63,37,17,13,12,17
OdB4SQr1,flashscore,2026-04-03,Clay,Charleston,R16,Anna Kalinskaya,Paula Badosa,214939.0,211651.0,4-6 2-6,1,2,47,27,21,14,9,1,2,4,3,50,32,22,6,9,0,4
8tNG2hfd,flashscore,2026-04-03,Clay,Charleston,R16,Iva Jovic,Sofia Kenin,260300.0,213550.0,7-5 7-5,7,4,80,52,38,10,12,4,7,4,5,82,54,30,11,12,4,9
Gnx7UnRF,flashscore,2026-04-02,Clay,Charleston,R16,Madison Keys,Anna Bondar,201619.0,214388.0,6-2 7-5,6,2,68,42,32,10,10,3,5,6,4,84,46,27,15,10,7,12
dbROxQyQ,flashscore,2026-04-02,Clay,Charleston,R16,Yulia Starodubtsewa,Renata Zarazua,,213887.0,1-6 0-6,0,0,42,34,25,5,7,0,0,0,1,31,23,8,3,6,3,8
zeuoSHlI,flashscore,2026-04-02,Clay,Charleston,R16,Diana Shnaider,Leylah Annie Fernandez,223670.0,,3-6 0-6,1,3,51,33,25,10,8,2,2,0,3,65,47,25,7,7,11,15
j9vqbOXh,flashscore,2026-04-02,Clay,Charleston,R16,Jessica Pegula,Elisabetta Cocciaretto,202468.0,220714.0,1-6 6-1 7-6,2,2,75,53,39,12,13,1,4,2,6,96,59,35,20,13,11,14
IH5UpbcL,flashscore,2026-04-02,Clay,Charleston,R16,Belinda Bencic,Sara Bejlek,202505.0,239383.0,6-7 2-6,0,3,70,51,32,7,10,5,9,0,3,61,41,21,7,10,5,11
px7Wgx2e,flashscore,2026-04-02,Clay,Charleston,R16,Mccartney Kessler,Peyton Stearns,220520.0,220548.0,0-6 6-3 4-6,2,3,70,45,26,16,12,1,4,1,3,95,61,36,14,13,12,18
p2Y77syq,flashscore,2026-04-02,Clay,Charleston,R32,Renata Zarazua,Hailey Baptiste,213887.0,221024.0,6-3 3-6 4-6,0,3,114,93,53,10,14,14,19,6,4,89,47,27,22,14,11,17
hffYTeyR,flashscore,2026-04-02,Clay,Charleston,R32,Sofia Kenin,Bianca Andreescu,213550.0,215370.0,4-6 4-6,2,0,63,42,32,9,10,4,5,3,3,64,36,25,13,10,4,7
hWyqq7c6,flashscore,2026-04-02,Clay,Charleston,R32,Yulia Starodubtsewa,Ekaterine Gorgodze,,202493.0,3-6 6-1 6-2,3,3,70,51,31,12,12,10,14,1,2,75,59,25,8,12,7,14
n9HLPxEj,flashscore,2026-04-01,Clay,Charleston,R32,Madison Keys,Donna Vekic,201619.0,202499.0,6-2 6-3,3,1,43,27,21,10,8,0,1,0,5,66,43,22,8,9,4,9
nw5hfpED,flashscore,2026-04-01,Clay,Charleston,R32,Leylah Annie Fernandez,Polina Kudermetova,,221236.0,6-2 6-1,0,2,55,33,24,13,8,3,3,1,6,50,25,13,10,7,5,9
tzmLVQPc,flashscore,2026-04-01,Clay,Charleston,R32,Paula Badosa,Maria Sakkari,211651.0,206289.0,3-6 4-6,2,4,53,35,27,8,10,0,2,1,1,65,36,21,12,9,7,11
8O3VdSMk,flashscore,2026-04-01,Clay,Charleston,R32,Anna Bondar,Magdalena Frech,214388.0,211684.0,7-5 6-3,4,2,72,39,24,16,11,6,10,3,1,78,51,26,12,10,7,13
